#,Title,Category,Language,Type,URL,Watched?,Notes
525,The Sex Addiction Cycle (New) - Step-by-step Walkthrough by Dr. Doug Weiss,Dr. Doug Weiss,English,Video,https://www.youtube.com/watch?v=uPwvnuIqZWQ,,
526,Sex Addiction 101 with Dr. Robert Weiss,Dr. Doug Weiss,English,Video,https://www.youtube.com/watch?v=OpXDyi1q2Yk,,
527,Finding Out About Sex Addiction In Your Marriage Is Devastating - Dr. Doug Weiss,Dr. Doug Weiss,English,Video,https://www.youtube.com/watch?v=LlL2Zh31k4c,,
528,Sex Addiction - Step Four of the Twelve Steps - Dr. Doug Weiss,Dr. Doug Weiss,English,Video,https://www.youtube.com/watch?v=I4t5dBGKkxE,,
529,How To Talk To My Spouse About Their Sex Addiction,Dr. Doug Weiss,English,Video,https://www.youtube.com/watch?v=gW1I-XVk6aY,,
530,Sexless Marriage Reason #2 Sex Addiction - Dr. Doug Weiss,Dr. Doug Weiss,English,Video,https://www.youtube.com/watch?v=uJL6BRd755U,,
531,Partners of Sex Addicts - Step Five of the Twelve Steps - Dr. Doug Weiss,Dr. Doug Weiss,English,Video,https://www.youtube.com/watch?v=ANUiflP-s54,,
532,Treating Sex Addiction with Dr Doug Weiss,Dr. Doug Weiss,English,Video,https://www.youtube.com/watch?v=cscQmloA1-c,,
533,Dr. Trish Leigh (channel),Dr. Trish Leigh,English,Channel,https://www.youtube.com/channel/UC2UjsmTlsL1IhqiRt2oKvXA,,
534,Porn Brain Rewire 2022 (Quit Porn with Dr. Trish Leigh),Dr. Trish Leigh,English,Video,https://www.youtube.com/watch?v=p9M7Yk6nB4Q,,
535,"Porn, Checking People Out, and Dopamine: Porn Rewire w/ Dr. Trish Leigh",Dr. Trish Leigh,English,Video,https://www.youtube.com/watch?v=pposQ0xTerU,,
536,Porn Brain Rewire Program with Dr. Trish Leigh,Dr. Trish Leigh,English,Video,https://www.youtube.com/watch?v=U2HmfdXRjL0,,
537,Dr. Trish Leigh Spills the TRUTH (Porn Brain Rewire),Dr. Trish Leigh,English,Video,https://www.youtube.com/watch?v=rJwV4rT0W-w,,
538,Porn Brain Rewire Strategies to Succeed (w/ Dr. Trish Leigh),Dr. Trish Leigh,English,Video,https://www.youtube.com/watch?v=WHtbT-l4LAU,,
539,Persist and Persevere on your Porn Brain Rewire (w/ Dr. Trish Leigh),Dr. Trish Leigh,English,Video,https://www.youtube.com/watch?v=C_N3S8zACrM,,
540,Porn Brain Rewire Strategies (w/ Dr. Trish Leigh),Dr. Trish Leigh,English,Video,https://www.youtube.com/watch?v=t7vpKJUMylI,,
541,5 (Easy) Ways to Replenish Dopamine on a Porn Brain Rewire (w/ Dr. Trish Leigh),Dr. Trish Leigh,English,Video,https://www.youtube.com/watch?v=l9T2oumLN3s,,
542,The Nightmare of Porn Addiction Podcast (w/ Dr. Trish Leigh),Dr. Trish Leigh,English,Video,https://www.youtube.com/watch?v=zZuuN7wy1BQ,,
543,De verborgen wereld van p*rnoverslaving - Undercover Sven S3 #2,Dutch,Dutch,Video,https://www.youtube.com/watch?v=x_nab_M9nrU,,
544,Wat er echt gebeurt als je stopt met masturberen - Pointer Checkt #59,Dutch,Dutch,Video,https://www.youtube.com/watch?v=g0cI2LW_bj0,,
545,Thomas was nieuwsgierig naar porno en raakte verslaafd - Week van Verslaving 2024,Dutch,Dutch,Video,https://www.youtube.com/watch?v=jd6bzKmvpSU,,
546,"Denkstof #28 - Afkicken van een pornoverslaving, het kan!",Dutch,Dutch,Video,https://www.youtube.com/watch?v=w038Tc8ZK4k,,
547,Aantal p*rnoverslaafden stijgt enorm,Dutch,Dutch,Video,https://www.youtube.com/watch?v=fbeqdTHX2Q0,,
548,Afkicken van een PORNO VERSLAVING - 11 Tips,Dutch,Dutch,Video,https://www.youtube.com/watch?v=K3eISMX5wBY,,
549,Seks- en of porno verslaving - Hoop doet leven,Dutch,Dutch,Video,https://www.youtube.com/watch?v=wsitYayS_II,,
550,Wanneer pornoverslaving uit de hand loopt,Dutch,Dutch,Video,https://www.youtube.com/watch?v=Zy-P4kgKP5g,,
551,Porno heeft mijn brein kapot gemaakt - Explainer porno,Dutch,Dutch,Video,https://www.youtube.com/watch?v=1gLrGPazeac,,
552,Verslaafd aan online porno - Xpedition Glory,Dutch,Dutch,Video,https://www.youtube.com/watch?v=T0wz2GwaWfQ,,
553,Porn and Sex Addiction Treatment with IFS (Internal Family Systems),EMDR / IFS / Trauma Therapy,English,Video,https://www.youtube.com/watch?v=Qe2zVnNLRos,,
554,Internal Family Systems (IFS) and EMDR,EMDR / IFS / Trauma Therapy,English,Video,https://www.youtube.com/watch?v=vyuVBlEEv9U,,
555,Have You Tried This Yet? Using IFS To Treat Sex Addiction,EMDR / IFS / Trauma Therapy,English,Video,https://www.youtube.com/watch?v=bIQYI1nLERA,,
556,Sex Addiction and IFS with Jenna Riemersma,EMDR / IFS / Trauma Therapy,English,Video,https://www.youtube.com/watch?v=NPzcQSLwaPI,,
557,EMDR and Internal Family Systems Part 1 - Sue Seiler and Karby Allington-Goldfain,EMDR / IFS / Trauma Therapy,English,Video,https://www.youtube.com/watch?v=OYMxIMYJABE,,
558,IFS-Informed EMDR Therapy with Annabel McGoldrick,EMDR / IFS / Trauma Therapy,English,Video,https://www.youtube.com/watch?v=6l0lXIKhAmw,,
559,Internal Family Systems & Addiction w/ Jenna Riemersma (FULL EPISODE),EMDR / IFS / Trauma Therapy,English,Video,https://www.youtube.com/watch?v=U0C2dLNWgPA,,
560,Fight the New Drug (channel),Fight the New Drug / Documentary,English,Channel,https://www.youtube.com/fightthenewdrug,,
561,Addiction to porn: It's not about religion - #FightTheNewDrug,Fight the New Drug / Documentary,English,Video,https://www.youtube.com/watch?v=InVExUIbPBQ,,
562,A Drug Called Pornography - Documentary on Porn (playlist),Fight the New Drug / Documentary,English,Playlist,https://www.youtube.com/playlist?list=PLF840BE4348867B2E,,
563,Fighting Against Pornography with Clay from Fight the New Drug,Fight the New Drug / Documentary,English,Video,https://www.youtube.com/watch?v=4OHaqaLOAf4,,
564,Explore Fight the New Drug's collection of resources,Fight the New Drug / Documentary,English,Video,https://www.youtube.com/watch?v=LU1etxvlTrY,,
565,Fight The New Drug With Clay Olsen,Fight the New Drug / Documentary,English,Video,https://www.youtube.com/watch?v=DNRF2_nbjUk,,
566,"'Brain, Heart, World' | Documentary Series Trailer",Fight the New Drug / Documentary,English,Video,https://www.youtube.com/watch?v=_aIXdMzHAcs,,
567,Learn More About Fight The New Drug's Presentations,Fight the New Drug / Documentary,English,Video,https://www.youtube.com/watch?v=2tH1eWM_-wg,,
568,Brain. Heart. World - Episode Two (Heart) Trailer,Fight the New Drug / Documentary,English,Video,https://www.youtube.com/watch?v=7wXEH-LPZEE,,
569,"'Brain, Heart, World' Documentary Series (playlist)",Fight the New Drug / Documentary,English,Playlist,https://www.youtube.com/playlist?list=PLvFhr3e6CcV3eL-dA-vVkOIHi0w1Y3Itx,,
570,"'The Brain' Trailer II | 'Brain, Heart, World' Documentary Series",Fight the New Drug / Documentary,English,Video,https://www.youtube.com/watch?v=y1GLihr8qR0,,
571,Brain.Heart.World - Documentary (Pt.3 'World'),Fight the New Drug / Documentary,English,Video,https://www.youtube.com/watch?v=DnMFuVK5SXg,,
572,"Episode Trailer: 'The Brain' | Brain, Heart, World Documentary Series",Fight the New Drug / Documentary,English,Video,https://www.youtube.com/watch?v=tpZrFMUzya0,,
573,"Episode Trailer: 'The World' | Brain, Heart, World Documentary Series",Fight the New Drug / Documentary,English,Video,https://www.youtube.com/watch?v=D0gTu2ZKLpc,,
574,"'The Heart' Trailer II | 'Brain, Heart, World' Documentary Series",Fight the New Drug / Documentary,English,Video,https://www.youtube.com/watch?v=Io8rtXwKLYI,,
575,Consider Before Consuming - a Podcast by Fight the New Drug (playlist),Fight the New Drug / Documentary,English,Playlist,https://www.youtube.com/playlist?list=PLvFhr3e6CcV3sYP2zRQwUuxw_41qUa_L3,,
576,"You Asked, We Answered - A Conversation with Fight the New Drug",Fight the New Drug / Documentary,English,Video,https://www.youtube.com/watch?v=A4oFVf7KJ4I,,
577,Consider Before Consuming - A Podcast by Fight the New Drug,Fight the New Drug / Documentary,English,Video,https://www.youtube.com/watch?v=D5d_q8xRBN8,,
578,Consider Before Consuming Podcast Trailer,Fight the New Drug / Documentary,English,Video,https://www.youtube.com/watch?v=SpnenasRZWU,,
579,Consider Before Consuming,Fight the New Drug / Documentary,English,Video,https://www.youtube.com/watch?v=o6lSo_DpnKg,,
580,I was sex trafficked by GirlsDoPorn Pt.1 - Consider Before Consuming,Fight the New Drug / Documentary,English,Short,https://www.youtube.com/shorts/MXDDwPWvSXQ,,
581,Katelyn - Recovering Compulsive Porn Consumer - Consider Before Consuming,Fight the New Drug / Documentary,English,Video,https://www.youtube.com/watch?v=LKqEFRysl2Q,,
582,"Eddie Capparucci, Ph.D. - Counselor & Sex Addiction Specialist - Consider Before Consuming",Fight the New Drug / Documentary,English,Video,https://www.youtube.com/watch?v=eAfxosmbvaA,,
583,Laura - Ex-Porn Performer - Consider Before Consuming,Fight the New Drug / Documentary,English,Video,https://www.youtube.com/watch?v=-XLh4LMLvk0,,
584,"Accro au porno, comment arreter ?",French,French,Video,https://www.youtube.com/watch?v=dlUIT0o9m7g,,
585,Que faire si on est addict a la pornographie ?,French,French,Video,https://www.youtube.com/watch?v=Vh6_W4AcRZk,,
586,La 1ere etape indispensable pour arreter le porno,French,French,Short,https://www.youtube.com/shorts/uN3r9vjwKiM,,
587,Comment SORTIR de l'ADDICTION au PORNO et a la MASTURBATION,French,French,Video,https://www.youtube.com/watch?v=7KWawK5UZ08,,
588,Addiction au porno (playlist),French,French,Playlist,https://www.youtube.com/playlist?list=PLEVuXJJgRp3jnGUY2xi_Qj2N_Sa0AJaxS,,
589,Se liberer du P*RNO - 5 STRATEGIES MENTALES,French,French,Video,https://www.youtube.com/watch?v=BmC-YD5K8bw,,
590,ARRETER LE PORNO ? FAQ (feat. Tanguy Lafforgue & Olivier Florant),French,French,Video,https://www.youtube.com/watch?v=fvdSmxWaPaA,,
591,Comment j'ai arrete de regarder du PORNO,French,French,Video,https://www.youtube.com/watch?v=lXcqHxBudKE,,
592,Addiction au X - comment s'en sortir ?,French,French,Video,https://www.youtube.com/watch?v=0Z_KVr8687I,,
593,Addiction au porno - Comment s'en sortir ? Les conseils d'un medecin sexologue,French,French,Video,https://www.youtube.com/watch?v=djesfmGCTRs,,
594,No Big Surprise - Young Men No Longer Having Sex Due To Porn Addiction,Gen Z / Statistics,English,Video,https://www.youtube.com/watch?v=GVws4_gAE-c,,
595,The Go0ner Crisis That Is Destroying Men,Gen Z / Statistics,English,Video,https://www.youtube.com/watch?v=O_Kut8Bh5zU,,
596,PORNOSUCHT UEBERWINDEN & LOSWERDEN - WENIGER PORNOS GUCKEN,German,German,Video,https://www.youtube.com/watch?v=Z7pw7Hpp_bk,,
597,5 praktische Tipps gegen Pornosucht,German,German,Video,https://www.youtube.com/watch?v=KB4YIJ1iK44,,
598,10 Tipps um von deiner Pornosucht wegzukommen,German,German,Video,https://www.youtube.com/watch?v=056F5mvDKXk,,
599,5 Klare Schritte um deine Pornosucht zu beenden,German,German,Video,https://www.youtube.com/watch?v=nVkHzenLQs4,,
600,Pornosucht? Warum du aufhoeren solltest Pornos zu schauen - mit Eliab Bashey,German,German,Video,https://www.youtube.com/watch?v=SAnAr37xsmA,,
601,"Prof. Dr. Rudolf Stark - Ursachen, Folgen und Loesungen einer Pornosucht",German,German,Video,https://www.youtube.com/watch?v=j9witeiPPRA,,
602,"Pornosucht - Ursachen, Folgen und Tipps fuer Betroffene",German,German,Video,https://www.youtube.com/watch?v=1uUWsRtucG0,,
603,Suechtig nach Pornos und wie ich davon wegkam - WDR Doku,German,German,Video,https://www.youtube.com/watch?v=ZtP7je14czU,,
604,Pornosucht - Wirkungsvolle Auswege aus dem Teufelskreis,German,German,Video,https://www.youtube.com/watch?v=0Js3FunPiBA,,
605,How to stop watching porn (German playlist),German,German,Playlist,https://www.youtube.com/playlist?list=PLuK6G7nC6tZcutQp7I8mF5ph1rKe5Qt1n,,
606,What Gooning Does To Your Brain - The Science of Porn Addiction and Dopamine Hijack,Gooning / Brain Rot,English,Video,https://www.youtube.com/watch?v=fuwnbsHV5-g,,
607,How Long Does Dopamine Take to Recover After Gooning? (Real Timeline),Gooning / Brain Rot,English,Video,https://www.youtube.com/watch?v=ln6o1zI1ECg,,
608,How Gooning Affects Your Brain,Gooning / Brain Rot,English,Video,https://www.youtube.com/watch?v=yv--NKD8fRs,,
609,How GOONING Rewires Your Brain,Gooning / Brain Rot,English,Short,https://www.youtube.com/shorts/LxaxxkCcDnY,,
610,What Does Gooning Do To Your Brain?,Gooning / Brain Rot,English,Video,https://www.youtube.com/watch?v=ycft2j9dcz8,,
611,The Dark Truth Of Social Media - Brain Rot,Gooning / Brain Rot,English,Video,https://www.youtube.com/watch?v=FYvTNBB5bJA,,
612,7 Dopamine Habits That Saved Me From Brain Rot,Gooning / Brain Rot,English,Video,https://www.youtube.com/watch?v=DsJ5DR74mo4,,
613,Your Brain Was Built for Greatness (Dopamine Detox Explained),Gooning / Brain Rot,English,Video,https://www.youtube.com/watch?v=9sEgo-nvYRw,,
614,Watch This Before Dopamine Destroys Your Brain,Gooning / Brain Rot,English,Video,https://www.youtube.com/watch?v=kI-voefvcyY,,
615,6 Dopamine Habits That Pulled Me Out of Brain Rot,Gooning / Brain Rot,English,Video,https://www.youtube.com/watch?v=-euctgSuUzM,,
616,How to Help a Friend with Addiction,Helping Someone Else,English,Video,https://www.youtube.com/watch?v=vc1hpCzDoy0,,
617,20 Truths that Help in the Battle with Porn Addiction (playlist),Helping Someone Else,English,Playlist,https://www.youtube.com/playlist?list=PLfTkJo2qb1jVRhcXEjXfKRS-wNPihq5SC,,
618,How to Help a Friend Struggling with Porn Addiction,Helping Someone Else,English,Video,https://www.youtube.com/watch?v=oolC5AR3ww0,,
619,Your Husband Has a Porn Addiction - Family Betrayal,Helping Someone Else,English,Video,https://www.youtube.com/watch?v=nhrFVOZL4Fk,,
620,3 Reasons Anime Porn is Really Bad for You,Hentai / VR / Niche,English,Video,https://www.youtube.com/watch?v=pS7sG8nPQ4E,,
621,Anime and Hentai Addiction and Dependence Recovery Subliminal V2,Hentai / VR / Niche,English,Video,https://www.youtube.com/watch?v=cVmZGQdjsqY,,
622,Watch THIS If You Have A Hentai Addiction,Hentai / VR / Niche,English,Video,https://www.youtube.com/watch?v=v_4hi8UcSAg,,
623,How To Quit Porn Addiction? - World's Best Motivational Video in Hindi,Hindi,Hindi,Video,https://www.youtube.com/watch?v=8XkomUM7hNM,,
624,Porn Dekhna Kaise Chhode - How To Quit Porn Addiction And Bad Habits by Rajveer Singh,Hindi,Hindi,Video,https://www.youtube.com/watch?v=RviuaGS6l0Q,,
625,Kaise Chhodo Porn Addiction - Sab Kuch Revealed! (Hindi/Urdu),Hindi,Hindi / Urdu,Video,https://www.youtube.com/watch?v=d-rLBtFIvZ4,,
626,Porn Addiction Kaise Chhode: Step-by-Step Guide | Porn Addiction Ka Ilaj,Hindi,Hindi,Video,https://www.youtube.com/watch?v=2Jjz76z6F_c,,
627,How to stop addiction in Hindi | Addiction ko kaise chhode | Dr Kashika Jain,Hindi,Hindi,Video,https://www.youtube.com/watch?v=aJP28Sp9xRQ,,
628,Porn addiction kaise chhode,Hindi,Hindi,Video,https://www.youtube.com/watch?v=t7Yv3K7zSiY,,
629,How to quit porn addiction and bad habits? - Video in Hindi by Him-eesh,Hindi,Hindi,Video,https://www.youtube.com/watch?v=eAnW7c9YQJo,,
630,Porn ki lat se chutkara | Porn Addiction | Bad Habits | Brahmacharya,Hindi,Hindi,Video,https://www.youtube.com/watch?v=793ydNmKYKM,,
631,Porn Addiction Se Kaise Bache,Hindi,Hindi,Short,https://www.youtube.com/shorts/CbzWdpjIFws,,
632,पोर्न की लत आपका जीवन बर्बाद कर देगी - Porn Addiction - Sadhguru Hindi,Hindi,Hindi,Video,https://www.youtube.com/watch?v=-nsUv2AwXq0,,
633,HOW TO DEAL WITH PORN ADDICTION SERIES (playlist),Hindi,Hindi / Urdu,Playlist,https://www.youtube.com/playlist?list=PLO8iI3UNJal4lMe5TRJULJ4yUYf7brwhd,,
634,"Freedom From Porn Hypnosis Meditation (nofap, noporn, nopmo)",Hypnosis / Meditation,English,Video,https://www.youtube.com/watch?v=F3WFxdHmbfY,,
635,Hypnosis meditation for freedom from porn addiction,Hypnosis / Meditation,English,Video,https://www.youtube.com/watch?v=y7Fpr8rul7s,,
636,Quit Porn Masturbating Addiction Subliminal Affirmations Hypnosis (playlist),Hypnosis / Meditation,English,Playlist,https://www.youtube.com/playlist?list=PLwMsmcozWXJOq0b1OFyT_aAtIQuUC9w5m,,
637,"Quit Pornography Addiction Forever with Hypnosis, NLP and Alpha Wave Binaural Beats",Hypnosis / Meditation,English,Video,https://www.youtube.com/watch?v=jpYh4HvoTTU,,
638,The Most Relaxing Way to Quit Porn - Deep Sleep Hypnosis for Addiction Recovery ASMR,Hypnosis / Meditation,English,Video,https://www.youtube.com/watch?v=zfq0gYVbrAs,,
639,Sleep Hypnosis to Reprogram your Brain - Overcome Urges & Temptations Quit Porn Addiction,Hypnosis / Meditation,English,Video,https://www.youtube.com/watch?v=081ajEZGvb4,,
640,Stop Masturbating Addiction Hypnosis Meditation,Hypnosis / Meditation,English,Video,https://www.youtube.com/watch?v=eZ3ibBgzrew,,
641,Hypnosis for Overcoming Pornography Addiction (playlist),Hypnosis / Meditation,English,Playlist,https://www.youtube.com/playlist?list=PLHsbO3pPixCH8-93M2aJ_gyd5uaZbpqqA,,
642,Remove Porn Addiction with Hypnosis - Online Healing by Dr Tarun Malik,Hypnosis / Meditation,English,Video,https://www.youtube.com/watch?v=TlgCcq7JpMw,,
643,Bahaya Industri Pornografi - Cara Berhenti Kecanduan Pornografi,Indonesian / Malay,Indonesian,Video,https://www.youtube.com/watch?v=h-q3i9Tu9Uo,,
644,Cara Berhenti Kecanduan Masturbasi & Pornografi,Indonesian / Malay,Indonesian,Video,https://www.youtube.com/watch?v=059l2UHqZ3s,,
645,Kecanduan Pornografi & Masturbasi. Bisa Berhenti? Ps. Robert Nadeak - SIT IN Podcast Eps.7,Indonesian / Malay,Indonesian,Video,https://www.youtube.com/watch?v=DwDPXCuVZkI,,
646,"Ingin Berhenti Kecanduan Pornografi, Bagaimana Caranya? Buya Yahya Menjawab",Indonesian / Malay,Indonesian,Video,https://www.youtube.com/watch?v=CONLhR4E3CA,,
647,Ustaz Adnin - 4 Cara tinggalkan ketagihan pornografi,Indonesian / Malay,Malay,Short,https://www.youtube.com/shorts/SUHXamu_sTQ,,
648,Cara Berhenti Masturbasi (Alasan Orang Kecanduan Masturbasi dan Pornografi),Indonesian / Malay,Indonesian,Video,https://www.youtube.com/watch?v=UeeWZzuqpUk,,
649,Cara SEMBUH Kecanduan Porno & Masturbasi TERAMPUH!,Indonesian / Malay,Indonesian,Video,https://www.youtube.com/watch?v=Z_NFSOeNPOw,,
650,Cara Berhenti Masturbasi dan Kecanduan Pornografi,Indonesian / Malay,Indonesian,Video,https://www.youtube.com/watch?v=eqqGfWZQXLc,,
651,Berhenti Kecanduan Pornografi - Cara Mengatasi Kecanduan Pornografi Part 3,Indonesian / Malay,Indonesian,Video,https://www.youtube.com/watch?v=UsuLrJm_y6Q,,
652,WAJIB NONTON! Cara Berhenti dan Taubat dari Menonton Video Porno - Ustadz Adi Hidayat,Indonesian / Malay,Indonesian,Video,https://www.youtube.com/watch?v=w41j7HemxvA,,
653,Former Porn Performer Exposes the Industry's Dark Secrets & Sex Trafficking Truths,Industry / Exploitation,English,Video,https://www.youtube.com/watch?v=DYmAhLoQnKg,,
654,The Dark Truth About The Porn Industry - Ex-Porn Performer Speaks Out,Industry / Exploitation,English,Video,https://www.youtube.com/watch?v=D-LTWCGv0h4,,
655,Here's What Being a Pornstar Really Looks Like - And Why I Left,Industry / Exploitation,English,Video,https://www.youtube.com/watch?v=ZlJcTIKbJhw,,
656,Secrets Of The Multi-Billion Dollar Human Trafficking Industry - Sex Slaves,Industry / Exploitation,English,Video,https://www.youtube.com/watch?v=dtT0V7yNgow,,
657,How the Porn Industry is Connected to Sex Trafficking,Industry / Exploitation,English,Video,https://www.youtube.com/watch?v=e3h4nLKszPY,,
658,Real Stories of Sex Trafficking in the Porn Industry,Industry / Exploitation,English,Video,https://www.youtube.com/watch?v=YWo3amjwdXE,,
659,Stopping Traffic - The Movement to End Sex-Trafficking - Full Documentary,Industry / Exploitation,English,Video,https://www.youtube.com/watch?v=_VM4cEQMnco,,
660,Beyond Fantasy Ep 1 - Barely Legal - P*RN INDUSTRY DOCUMENTARY,Industry / Exploitation,English,Video,https://www.youtube.com/watch?v=8d0l9G-KChM,,
661,How Traffickers Use Porn to Groom Victims,Industry / Exploitation,English,Video,https://www.youtube.com/watch?v=eDfhCRwpZyk,,
662,Porn Actress interview - Maddy (Soft White Underbelly),Industry / Exploitation,English,Video,https://www.youtube.com/watch?v=vl6zFq50BLw,,
663,Porn Actress interview - Addison (Soft White Underbelly),Industry / Exploitation,English,Video,https://www.youtube.com/watch?v=vsH4LZq6FAo,,
664,Trafficked Into P*rn - Andria (Soft White Underbelly),Industry / Exploitation,English,Video,https://www.youtube.com/watch?v=u-Ph7RtWFg4,,
665,Why Are There So Many Hungarian Porn Stars?,Industry / Exploitation,English,Video,https://www.youtube.com/watch?v=HIspRtUl7EQ,,
666,Explaining why there are so many Porn stars in Eastern Europe,Industry / Exploitation,English,Video,https://www.youtube.com/watch?v=nAgT6mWBb3I,,
667,Inside Prague's hidden porn industry,Industry / Exploitation,English,Video,https://www.youtube.com/watch?v=WO9beqZAUQs,,
668,Eddie Capparucci - How the Inner Child Affects Your Addiction - 5pm Presentation,Inner Child / Eddie Capparucci,English,Video,https://www.youtube.com/watch?v=P6zUvJVvmoE,,
669,346 - The 9 Inner Children with Dr. Eddie Capparucci,Inner Child / Eddie Capparucci,English,Video,https://www.youtube.com/watch?v=8FwbcJz94u4,,
670,Eddie Capparucci - How the Inner Child Affects Sex Addiction,Inner Child / Eddie Capparucci,English,Video,https://www.youtube.com/watch?v=y5TUJyCjyBU,,
671,Dr. Eddie Capparucci - Porn And The Inner Child,Inner Child / Eddie Capparucci,English,Video,https://www.youtube.com/watch?v=RmMOCUOIuUI,,
672,Going Deeper - How Your Inner Child Impacts Your Sex Addiction,Inner Child / Eddie Capparucci,English,Video,https://www.youtube.com/watch?v=1EtydLpgvVA,,
673,180. How the Inner Child Impacts Your Sexual Addiction,Inner Child / Eddie Capparucci,English,Video,https://www.youtube.com/watch?v=2tYQVZIfEnE,,
674,"Eddie Capparucci on the Inner Child, Part 1",Inner Child / Eddie Capparucci,English,Video,https://www.youtube.com/watch?v=aWvq6ICOXNs,,
675,Reparenting Our Inner Child with Dr. Eddie Capparucci - Pure Desire Podcast Episode 317,Inner Child / Eddie Capparucci,English,Video,https://www.youtube.com/watch?v=Xsw52AIQQ2w,,
676,Eddie Capparucci - Part Two of The Inner Child,Inner Child / Eddie Capparucci,English,Video,https://www.youtube.com/watch?v=tSkd0tq6NU4,,
677,Porn Addiction Interviews (playlist),Interviews / Street,English,Playlist,https://www.youtube.com/playlist?list=PLAQri18RcEpSaCrd19JSAi_T6ZKmP_8e5,,
678,Street Interview - Consequences of Addiction,Interviews / Street,English,Video,https://www.youtube.com/watch?v=oD-VFu4dryA,,
