#,Title,Category,Language,Type,URL,Watched?,Notes
864,COMO PARAR O VICIO NA PORNOGRAFIA,Portuguese,Portuguese,Video,https://www.youtube.com/watch?v=03N6qDbH1tM,,
865,Vicio em Pornografia. Como Vencer?,Portuguese,Portuguese,Video,https://www.youtube.com/watch?v=nAHCRT74scc,,
866,COMO PARAR COM O VICIO EM PORNOGRAFIA - Pablo,Portuguese,Portuguese,Video,https://www.youtube.com/watch?v=C95iriMgO_k,,
867,CINCO ESTRATEGIAS PARA INTERROMPER OU QUEBRAR O CICLO VICIOSO DA PORNOGRAFIA!,Portuguese,Portuguese,Video,https://www.youtube.com/watch?v=zznuyiqFqC8,,
868,Como superar o vicio em masturbacao e pornografia de uma vez por todas!,Portuguese,Portuguese,Video,https://www.youtube.com/watch?v=0X8Wu1KSt2k,,
869,COMO VENCER O VICIO EM PORNOGRAFIA,Portuguese,Portuguese,Video,https://www.youtube.com/watch?v=O280vGDPuGA,,
870,COMO e PORQUE se LIVRAR da PORNOGRAFIA (neurociencia),Portuguese,Portuguese,Video,https://www.youtube.com/watch?v=eQ4ZD2oKufg,,
871,Os PERIGOS da PORNOGRAFIA e como VENCER O VICIO - Psicologa Explica,Portuguese,Portuguese,Video,https://www.youtube.com/watch?v=q54Ro_uzfR4,,
872,Como interromper o vicio em pornografia?,Portuguese,Portuguese,Video,https://www.youtube.com/watch?v=JHUgZkdL5x4,,
873,Como Vencer a Pornografia (e Libertar-se Deste Desejo) - Dr. Cesar Psiquiatra,Portuguese,Portuguese,Video,https://www.youtube.com/watch?v=DJIaJLdmr74,,
874,Vicio em pornografia digital - Psicologa Lilian Felix,Portuguese,Portuguese,Video,https://www.youtube.com/watch?v=_raLwMghgIM,,
875,COMO COMBATER O VICIO DA PORNOGRAFIA - Padre Manzotti,Portuguese,Portuguese,Video,https://www.youtube.com/watch?v=wzIGLelYfzM,,
876,Como se libertar da Pornografia?,Portuguese,Portuguese,Video,https://www.youtube.com/watch?v=J8o84rY9tuE,,
877,VICIO EM PORNOGRAFIA (Quais os sintomas e tratamento?),Portuguese,Portuguese,Video,https://www.youtube.com/watch?v=Yl7i2wPninA,,
878,Pure Desire Ministries (channel),Pure Desire / Conquer Series,English,Channel,https://www.youtube.com/c/PureDesireMinistries,,
879,Conquer Series Trailer - legacy version,Pure Desire / Conquer Series,English,Video,https://www.youtube.com/watch?v=GMMMEnpYcEM,,
880,Conquer Series - Pornography & Sexual Integrity Explored,Pure Desire / Conquer Series,English,Short,https://www.youtube.com/shorts/aHs5NGii-T8,,
881,Conquer Series Group,Pure Desire / Conquer Series,English,Video,https://www.youtube.com/watch?v=a9sTl0hG8Ac,,
882,Introducing The Conquer Series,Pure Desire / Conquer Series,English,Video,https://www.youtube.com/watch?v=EYNaG2dcHE4,,
883,The Conquer Series - Best Christian Recovery? KingdomWorks Studios - Ted Roberts,Pure Desire / Conquer Series,English,Video,https://www.youtube.com/watch?v=bcArW8YzS1A,,
884,Pure Desire,Pure Desire / Conquer Series,English,Video,https://www.youtube.com/watch?v=PkWSr2lMEgk,,
885,The Connection Between Sex Trafficking And Pornography - Pure Desire Ministries,Pure Desire / Conquer Series,English,Video,https://www.youtube.com/watch?v=lxqlYMzqQBw,,
886,Pure Desire Podcast (playlist),Pure Desire / Conquer Series,English,Playlist,https://www.youtube.com/playlist?list=PLUx5fJkQC_bDLjU7UBD9Zq6Mhrs8hOchC,,
887,Gabe Deem of Reboot Nation Interviewed (on recovery from PIED and unhealthy porn use),Reboot Nation / Gabe Deem,English,Video,https://www.youtube.com/watch?v=gzD1O87Ag8U,,
888,Porn Is A Public Health Issue - Gabe Deem,Reboot Nation / Gabe Deem,English,Video,https://www.youtube.com/watch?v=J2KrTBicyrQ,,
889,That Time Gabe Deem Told Katie Couric Porn Gave Him a Limp Penis,Reboot Nation / Gabe Deem,English,Video,https://www.youtube.com/watch?v=M9VSYf7jEOg,,
890,Reimagining Masculinity featuring Reboot Nation founder Gabe Deem,Reboot Nation / Gabe Deem,English,Video,https://www.youtube.com/watch?v=_bw7H8D_TLs,,
891,"Why Gabe Deem Stayed Away From CRACK, But Not PORN - Chelsea Handler",Reboot Nation / Gabe Deem,English,Video,https://www.youtube.com/watch?v=h8jgFdHarQU,,
892,Porn's Impact on Kids - A Serious Issue - Gabe Deem on Capitol Hill,Reboot Nation / Gabe Deem,English,Video,https://www.youtube.com/watch?v=UUU3X0uZ_Zw,,
893,The Reboot Nation (channel),Reboot Nation / Gabe Deem,English,Channel,https://www.youtube.com/channel/UCaEqbNJURD6ChROqueUdNuA,,
894,"Gabe - Founder of Reboot Nation, Activist & Former Porn Addict",Reboot Nation / Gabe Deem,English,Video,https://www.youtube.com/watch?v=6VOjk3nhR2Y,,
895,Your Brain On Porn w/ Gabe Deem,Reboot Nation / Gabe Deem,English,Video,https://www.youtube.com/watch?v=163_-hinTk4,,
896,How to QUIT PORN and REWIRE With a Partner - Relationship Advice,Reboot Nation / Gabe Deem,English,Video,https://www.youtube.com/watch?v=D1nZmYBa5-s,,
897,Как избавиться от порнозависимости,Russian,Russian,Short,https://www.youtube.com/shorts/-ywievEoHV8,,
898,Урок 19 - Как избавиться от порнозависимости?,Russian,Russian,Video,https://www.youtube.com/watch?v=ajA1JJhiDq0,,
899,Порнозависимость. Как избавиться - ТЕДсаммари,Russian,Russian,Video,https://www.youtube.com/watch?v=HETo3av3MHk,,
900,Как избавиться от порно зависимости - био психо социо духовное заболевание,Russian,Russian,Video,https://www.youtube.com/watch?v=Ssxp6FP8RLw,,
901,Как избавиться от зависимости от порно? Отвечает психолог,Russian,Russian,Video,https://www.youtube.com/watch?v=NHVFMKlO5lg,,
902,Как избавиться от порнозависимости? Часто допускаемые ошибки,Russian,Russian,Video,https://www.youtube.com/watch?v=4EYivC704f8,,
903,Самая тяжелая зависимость. Пытаюсь бросить,Russian,Russian,Video,https://www.youtube.com/watch?v=EbjAFNnSytg,,
904,Порнография и мастурбация. Как навсегда избавиться от зависимости?,Russian,Russian,Video,https://www.youtube.com/watch?v=kGJ_KRrYyh8,,
905,Как избавиться от порно зависимости и навязчивых сексуальных желаний,Russian,Russian,Video,https://www.youtube.com/watch?v=I9X-oVpwfXU,,
906,Как бросить смотреть порно? - Джордан Питерсон,Russian,Russian,Video,https://www.youtube.com/watch?v=KjEujYUBBzc,,
907,Does Semen Retention Boost Testosterone? The Science Behind NoFap Explained,Semen Retention / Myths,English,Video,https://www.youtube.com/watch?v=UIrw5HoYisc,,
908,Does Semen Retention (NoFap) REALLY increase testosterone?,Semen Retention / Myths,English,Video,https://www.youtube.com/watch?v=6PJlaykFF9g,,
909,Semen retention - ye sab bakwas hai - NoFap benefits or myth,Semen Retention / Myths,Hindi,Video,https://www.youtube.com/watch?v=cPV9YAXmLc0,,
910,NOFAP DOES NOT INCREASE TESTOSTERONE 145% - STUDY - RANT,Semen Retention / Myths,English,Video,https://www.youtube.com/watch?v=l54Af-adfXE,,
911,"Is semen retention really beneficial, or is it just a myth?",Semen Retention / Myths,English,Video,https://www.youtube.com/watch?v=b5Do9h9ZxXA,,
912,Semen Retention - Does It Really Boost Testosterone?,Semen Retention / Myths,English,Short,https://www.youtube.com/shorts/Uu7qx5MiM38,,
913,"Everything You Need To Know About Death Grip, Explained by a Urologist",Sexual Function / Death Grip,English,Video,https://www.youtube.com/watch?v=SexciPjCC0s,,
914,Death Grip Syndrome Kya Hai? Over Masturbation Ke Nuksan aur Treatment - Dr. Chirag Bhandari,Sexual Function / Death Grip,Hindi,Video,https://www.youtube.com/watch?v=sW6ZcG14z3M,,
915,Correct Masturbation - Death Grip Syndrome,Sexual Function / Death Grip,English,Video,https://www.youtube.com/watch?v=XhOlf8rFTw0,,
916,How incorrect masturbation can ruin your sex life - Urology,Sexual Function / Death Grip,English,Video,https://www.youtube.com/watch?v=WUlB3seS3Rg,,
917,Death grip syndrome - what is it and how to treat it,Sexual Function / Death Grip,English,Short,https://www.youtube.com/shorts/nKp30ZRLFOo,,
918,Overcoming Death Grip Syndrome - Key Insights for Men,Sexual Function / Death Grip,English,Video,https://www.youtube.com/watch?v=F2kh_A0XEFA,,
919,I Asked a Urologist About Death Grip Syndrome and Here's What They Said,Sexual Function / Death Grip,English,Video,https://www.youtube.com/watch?v=tcHFDhmgCKM,,
920,DEATH Grip syndrome zaburzenia u mezczyzn,Sexual Function / Death Grip,Polish,Video,https://www.youtube.com/watch?v=M9ML3HnLcNQ,,
921,WORST Masturbation Techniques,Sexual Function / Death Grip,English,Short,https://www.youtube.com/shorts/xrjAq9r7VCs,,
922,The Complete Guide to Formal Disclosure - Rebuilding Reality After Porn Addiction,Shame / Disclosure,English,Video,https://www.youtube.com/watch?v=SVV6L7gUnF4,,
923,Overcoming Porn Addiction - From Shame to Empowerment - Real Men Real Conversation,Shame / Disclosure,English,Video,https://www.youtube.com/watch?v=5mFEESL79oQ,,
924,Porn Recovery Expert on How To Deal with Shame,Shame / Disclosure,English,Video,https://www.youtube.com/watch?v=Sonk50MTFgM,,
925,Shame and a Pathway to Recovery - Sex Addiction,Shame / Disclosure,English,Video,https://www.youtube.com/watch?v=7vsRYBlF23Q,,
926,Why Are People Addicted To Porn? Wajih Uddin,Shorts / Quick Explainers,English,Short,https://www.youtube.com/shorts/sU-ZppbdmiA,,
927,Understanding the Depths of Pornography Addiction,Shorts / Quick Explainers,English,Short,https://www.youtube.com/shorts/_yO_cStac6A,,
928,P0rn Addict Reveals How It All Started,Shorts / Quick Explainers,English,Short,https://www.youtube.com/shorts/BeT9C9q9bvg,,
929,Porn addiction isn't about porn,Shorts / Quick Explainers,English,Short,https://www.youtube.com/shorts/bf8c8yYd5pA,,
930,Porn Addiction - Porn Addictive,Shorts / Quick Explainers,English,Short,https://www.youtube.com/shorts/97ltnAKEe_A,,
931,Watch Only if Addicted to Porn - The Science Behind it & What Happens if You Quit it? Animated,Shorts / Quick Explainers,English,Video,https://www.youtube.com/watch?v=R_TCEpqR_fI,,
932,Adiccion al Sexo y a la Pornografia: Sintomas y Como Superarla,Spanish,Spanish,Video,https://www.youtube.com/watch?v=E3GmrBkkubg,,
933,Como el Porno destruye tu Cerebro (y tu vida),Spanish,Spanish,Video,https://www.youtube.com/watch?v=EerpJfNErsI,,
934,Como Curar la Adiccion al Porno (Guia Definitiva),Spanish,Spanish,Video,https://www.youtube.com/watch?v=VhNr73kkotk,,
935,Como salir de la adiccion al p*rno PASO A PASO,Spanish,Spanish,Video,https://www.youtube.com/watch?v=ns5O9fR-wK0,,
936,Como VENCER la PORNOGRAFIA! Claves para SUPERAR la ADICCION,Spanish,Spanish,Video,https://www.youtube.com/watch?v=s8Mrz73Z6A0,,
937,Como DEJAR de ver PORNOGRAFIA | Guia Definitiva,Spanish,Spanish,Video,https://www.youtube.com/watch?v=NlILe3_kvug,,
938,"Adiccion A La Pornografia - COMO SUPERARLA, con el psicologo Miguel Zammer",Spanish,Spanish,Video,https://www.youtube.com/watch?v=SjW_mNIULbU,,
939,Soy ADICTO al PORNO! Como SUPERAR la ADICCION a la PORNOGRAFIA!,Spanish,Spanish,Video,https://www.youtube.com/watch?v=37I-CvuVP_c,,
940,Como superar la adiccion a la pornografia? | Antonio Nistal,Spanish,Spanish,Video,https://www.youtube.com/watch?v=ZbSBvPW2zxI,,
941,Como Revertir los Efectos de la Pornografia en tu Cerebro,Spanish,Spanish,Video,https://www.youtube.com/watch?v=EVP1LcaoHog,,
942,My 1 Year NoFap Transformation,Streak Vlogs / Progress Updates,English,Video,https://www.youtube.com/watch?v=3iD-_dLn5Xk,,
943,I DID NOFAP FOR 1 YEAR - Here's What Happened,Streak Vlogs / Progress Updates,English,Video,https://www.youtube.com/watch?v=2GHyB7etpUo,,
944,"Celebrating my 1 year of celibacy - How I overcame porn, masturbating, hookups",Streak Vlogs / Progress Updates,English,Video,https://www.youtube.com/watch?v=qKU9r3G5WRk,,
945,Life After Porn Addiction - A Journey of Transformation,Streak Vlogs / Progress Updates,English,Video,https://www.youtube.com/watch?v=isovoKHSZbs,,
946,"I Did NoFap For a Year, Here's What Happened",Streak Vlogs / Progress Updates,English,Video,https://www.youtube.com/watch?v=Pbr_TqktF5c,,
947,Breaking Free - My Journey Overcoming Porn Addiction,Streak Vlogs / Progress Updates,English,Video,https://www.youtube.com/watch?v=cYDclLY-HtI,,
948,Porn Habit Recovery - No Fap Explained,Streak Vlogs / Progress Updates,English,Video,https://www.youtube.com/watch?v=zkJoUuhscJg,,
949,Semen Retention and NoFap Junkie Thoughts - Compulsive Porn Use Recovery,Streak Vlogs / Progress Updates,English,Video,https://www.youtube.com/watch?v=EzPjlJwkqD8,,
950,Nofap Success Stories (playlist),Streak Vlogs / Progress Updates,English,Playlist,https://www.youtube.com/playlist?list=PL6PCryZjokGPgnj2wYvylRSQehv5hz-On,,
951,NoFap 90-Day Experiment - My Success Story 2017,Streak Vlogs / Progress Updates,English,Video,https://www.youtube.com/watch?v=3e0DCvIpAi4,,
952,Pornography ADDICTION And NoFap RECOVERY 101 (The FULL Story) Ft. Shan Boodram,Streak Vlogs / Progress Updates,English,Video,https://www.youtube.com/watch?v=ld3ecwuEKBE,,
953,What Happens AFTER You Quit Porn - NOFAP SUCCESS STORIES,Streak Vlogs / Progress Updates,English,Video,https://www.youtube.com/watch?v=6DemKRwDVBM,,
954,Recovering porn addict starts Upstate support group,Support Groups / Community,English,Video,https://www.youtube.com/watch?v=CnkcyElyX1w,,
955,How to Build a Support Network for Addiction Recovery,Support Groups / Community,English,Video,https://www.youtube.com/watch?v=mKS8f5PRlOQ,,
956,Yellow Dove - Dear Porn ft. Rev Panji Chipeta (Official Music Video),Support Groups / Community,English,Video,https://www.youtube.com/watch?v=2l_7kbueMpc,,
957,Overcoming Emotional Challenges in Porn Addiction Recovery,Support Groups / Community,English,Video,https://www.youtube.com/watch?v=8jhz87dHH-Q,,
958,STOP Enabling Your Addiction and Try This Instead,Support Groups / Community,English,Video,https://www.youtube.com/watch?v=oApmSfinVgM,,
959,October 02 - Paano Makalaya sa Porn Addiction? Sex and Theology - 1 Corinthians 6:18,Tagalog / Filipino,Tagalog,Video,https://www.youtube.com/watch?v=pLoo4juJseo,,
960,Paano Maiwasan Mag-JAKOL - 5 EFFECTIVE Tips Para Mawala Ang Addiction,Tagalog / Filipino,Tagalog,Video,https://www.youtube.com/watch?v=4DR_nTluixA,,
961,Are Filipinos Addicted to Porn?,Tagalog / Filipino,Tagalog / English,Video,https://www.youtube.com/watch?v=CWZtelAo6iI,,
962,ADDICTION SA PORN pwede mangyari ng 5 minutes? Paano nangyayari ito sa Spiritual Realms?,Tagalog / Filipino,Tagalog,Video,https://www.youtube.com/watch?v=vayhrpvxPNc,,
963,MGA MASAMANG EPEKTO NG PANONOOD NG PORN AT PAANO ITO NAKAKA EPEKTO SA RELASYON MO,Tagalog / Filipino,Tagalog,Video,https://www.youtube.com/watch?v=Z6vnPQl_-44,,
964,ஆபாச பழக்கத்திலிருந்து விடுபட 6 வழிகள் - How to Overcome Porn Addiction? Tamil,Tamil,Tamil,Video,https://www.youtube.com/watch?v=uQLRYYL-bb8,,
965,Porn Addiction ஏன்? யாரும் சொல்லாத 5 ரகசியங்கள் - 5 Psychological Reasons - Tamil,Tamil,Tamil,Video,https://www.youtube.com/watch?v=ASa1zkcKXhg,,
966,Pornography addiction - How to overcome? Advice for youngsters - Tamil,Tamil,Tamil,Short,https://www.youtube.com/shorts/MsCzi2RdFT8,,
967,Po*n చూడటం ఎలా మానుకోవాలి? Quit Po*n Addiction (5 Practical Steps) - Fit Tuber Telugu,Telugu,Telugu,Video,https://www.youtube.com/watch?v=rHA8RuRTBGs,,
968,పొర్నోగ్రఫి మానకపోతే ఏమౌతుంది? Porn addiction - What is Dopamine in Telugu,Telugu,Telugu,Video,https://www.youtube.com/watch?v=9U6VtkXUhiM,,
969,How To Quit Any Addiction and Bad Habits - Porn Addiction In Telugu,Telugu,Telugu,Video,https://www.youtube.com/watch?v=yv29M-_O5eA,,
970,Porn Addiction - Telugu - Venu Inner Voice - IMPACT 2020,Telugu,Telugu,Video,https://www.youtube.com/watch?v=PvELlcDKeQU,,
971,Porn Addiction - Lesson Number 2 Explained in Telugu,Telugu,Telugu,Video,https://www.youtube.com/watch?v=pJ-2gSPR3eY,,
972,HOW to STOP PORN ADDICTION in Telugu,Telugu,Telugu,Video,https://www.youtube.com/watch?v=PCiSPn4LoGA,,
973,Pornography Addiction Problems And Solutions In Telugu - Sunrise Tv Telugu,Telugu,Telugu,Video,https://www.youtube.com/watch?v=YY5Fur20Ov8,,
974,Why S*x Education Is Important In India? Porn Addiction Explained In Telugu - Venu Kalyan,Telugu,Telugu,Video,https://www.youtube.com/watch?v=Ttcff0FWGgg,,
975,Pornography Addiction Telugu - How to Get Rid from Pornography,Telugu,Telugu,Short,https://www.youtube.com/shorts/PfZHZCh7afE,,
976,Pornografi Bagimliligini Nasil Birakirsiniz? Bir Daha Asla Geri Donmeyin - Dr. Berg Turkce,Turkish,Turkish,Video,https://www.youtube.com/watch?v=cI9gVYe1x1k,,
977,Porno Bagimliligindan Kurtulma,Turkish,Turkish,Video,https://www.youtube.com/watch?v=aUfw4weMlFg,,
978,Porno Bagimliligindan Nasil Kurtulabilirsiniz? - Kamal Saleh,Turkish,Turkish,Video,https://www.youtube.com/watch?v=UPZW7bkJkdU,,
979,Porno bagimliligindan nasil kurtulursun? - Kerem Onder,Turkish,Turkish,Short,https://www.youtube.com/shorts/fZfJjtGajKQ,,
980,Porno Beynimizi Nasil Etkiliyor? Pornografi Bagimliligindan Kurtulma Yollari!,Turkish,Turkish,Video,https://www.youtube.com/watch?v=49e3sGzVA6c,,
981,Porno bagimlisi birine nasil bir cozum onerirsiniz? - Kerem Onder,Turkish,Turkish,Video,https://www.youtube.com/watch?v=EpARES4e-gQ,,
982,5 ADIMDA PORNOGRAFI VE MASTURBASYON BAGIMLILIGINDAN KURTULMAK,Turkish,Turkish,Video,https://www.youtube.com/watch?v=aPE9ZLVnsbM,,
983,Porno Bagimlisi Olabilir misin?,Turkish,Turkish,Video,https://www.youtube.com/watch?v=f-FG6yJLh4s,,
984,P*rno bagimliligini yenmek ister misiniz?,Turkish,Turkish,Video,https://www.youtube.com/watch?v=mPF9hg6yPEw,,
985,Porno Bagimliligindan Kurtulus Mumkun mu? - Psikolog Irem Oturaklioglu Kaya,Turkish,Turkish,Video,https://www.youtube.com/watch?v=UW8ARq2gddc,,
986,Mental health and Pakistan - Porn Addiction - Why Sex Education is Important,Urdu / Pakistan,Urdu,Video,https://www.youtube.com/watch?v=V62N53yeKmY,,
987,Boost Your Self-control - Tips To Overcome Porn Addiction In Urdu,Urdu / Pakistan,Urdu,Video,https://www.youtube.com/watch?v=qmBUoWIQydM,,
988,Pornography Masturbation Side Effects in Urdu/Hindi - Porn Dekhnay Ke Nuqsanat,Urdu / Pakistan,Urdu / Hindi,Video,https://www.youtube.com/watch?v=Tu52a5Ia3gE,,
989,Sex Addiction Treatment Ilaj Tips - What Is Sex Addiction Kya Hai Urdu Hindi,Urdu / Pakistan,Urdu / Hindi,Video,https://www.youtube.com/watch?v=SM5x77o3c9A,,
990,How to quit pornography - Porn Addiction Ep. 1 - Urdu/Hindi,Urdu / Pakistan,Urdu / Hindi,Video,https://www.youtube.com/watch?v=01Me5M-dHa4,,
991,Pornography Masturbation Side Effects in Urdu/Hindi SM1,Urdu / Pakistan,Urdu / Hindi,Video,https://www.youtube.com/watch?v=9X0n5luBOnc,,
992,"Porn Addiction Urdu Hindi - Symptoms, Treatment, Problems",Urdu / Pakistan,Urdu / Hindi,Video,https://www.youtube.com/watch?v=7AN_Q5OGtsA,,
993,Dil Se Ramadhan S2 Day 09 - Porn Addiction - Dr Maasid Siddiq Ganai Al Qassimi,Urdu / Pakistan,Urdu,Video,https://www.youtube.com/watch?v=4B_h-ql870k,,
994,Side Effects of Pornography - Full Explained In Urdu-Hindi,Urdu / Pakistan,Urdu / Hindi,Video,https://www.youtube.com/watch?v=lWbSkdA-1vI,,
995,"Rena Malik, M.D. (channel)",Urology / Medical,English,Channel,https://www.youtube.com/channel/UCV66hp0qxx2Xq273N0bo7uQ,,
996,"Rena Malik, MD Podcast (playlist)",Urology / Medical,English,Playlist,https://www.youtube.com/playlist?list=PLivh_s1lhoW8m1-MuyQebyDfE_RejqNgi,,
997,Scientifically Proven Ways To Increase Penile Length? Urologist Reveals - Dr Rena Malik,Urology / Medical,English,Video,https://www.youtube.com/watch?v=J4dFVazRWwY,,
998,"Dr. Rena Malik - Male Intimate Health, Prostate & Libido",Urology / Medical,English,Video,https://www.youtube.com/watch?v=riOvlnuwwWA,,
999,"Ask a Urologist - Improving Erections, No Nut November, and Low Testosterone - Dr. Rena Malik",Urology / Medical,English,Video,https://www.youtube.com/watch?v=KDmEUA7DEOs,,
1000,5 NATURAL Ways To Increase TESTOSTERONE - Urologist Dr Rena Malik Explains,Urology / Medical,English,Video,https://www.youtube.com/watch?v=zIx0otzoDLI,,
1001,Tai Sao Nghien Phim Khieu Dam Lai La Mot Can Benh Tam Ly - Sadhguru Tieng Viet,Vietnamese,Vietnamese,Short,https://www.youtube.com/shorts/sFbOMz11e34,,
1002,6 Giai doan nguy hiem cua chung Nghien Phim Khieu Dam va Giai Phap,Vietnamese,Vietnamese,Video,https://www.youtube.com/watch?v=BrSP6Dz_taA,,
1003,Cai bao lau thi HET nghien phim den?,Vietnamese,Vietnamese,Video,https://www.youtube.com/watch?v=E1TCmrQg4ZI,,
1004,6 Buoc Giup Ban CAI NGHIEN Phim Nguoi Lon - Theo Goc Nhin Y Khoa,Vietnamese,Vietnamese,Video,https://www.youtube.com/watch?v=y0ML3jQJRQo,,
1005,6 Buoc Giup Ban CAI NGHIEN Phim Nguoi Lon - Ths BS Tran Quoc Phong,Vietnamese,Vietnamese,Short,https://www.youtube.com/shorts/OA13oDrD59k,,
1006,Toi Ngung Xem Phim Khieu Dam Trong 7 Ngay Va Day La Ket Qua,Vietnamese,Vietnamese,Video,https://www.youtube.com/watch?v=LnI7kpHtUso,,
1007,"Craig Gross XXXChurch - on Porn Addiction, Quitting Homosexuality",XXXchurch / Craig Gross,English,Video,https://www.youtube.com/watch?v=e-dYl7ZLTkg,,
1008,Craig Gross - Better Than Porn (Randy Robison / LIFE Today),XXXchurch / Craig Gross,English,Video,https://www.youtube.com/watch?v=oLU64NwAxr4,,
1009,Overcoming Porn Addiction - with Craig Gross,XXXchurch / Craig Gross,English,Video,https://www.youtube.com/watch?v=J1vC7xIls9M,,
1010,Craig Gross on The Hour with George Stroumboulopoulos,XXXchurch / Craig Gross,English,Video,https://www.youtube.com/watch?v=k1WL8yF7SDE,,
1011,Anti-Porn AND Anti-Gay? Awesome!,XXXchurch / Craig Gross,English,Video,https://www.youtube.com/watch?v=asFGoWc_z5M,,
1012,XXXchurch - Ron Jeremy and Craig Gross Porn Debate Cincinnati,XXXchurch / Craig Gross,English,Video,https://www.youtube.com/watch?v=zjgdPtOBRnk,,
1013,XXXchurch (channel),XXXchurch / Craig Gross,English,Channel,https://www.youtube.com/channel/UCurfFVUPxe5SveKb8gDuR4Q,,
1014,Rock Church - Special Message from XXXChurch Pastor Craig Gross,XXXchurch / Craig Gross,English,Video,https://www.youtube.com/watch?v=Vx3K6rYHIyw,,
1015,XXXchurch - CNN Headline News Live covers Porn Debate,XXXchurch / Craig Gross,English,Video,https://www.youtube.com/watch?v=hgwwnnePKdY,,
1016,Craig Gross and Donny Pauling vs. Ron Jeremy and Monique Alexander at Yale University,XXXchurch / Craig Gross,English,Video,https://www.youtube.com/watch?v=aD1JpwvgcsY,,
