#,Title,Category,URL,Comment,Posted?
93,Coach Noah Church on How to Recover from Porn-Induced ED,Porn-Induced ED (PIED),https://www.youtube.com/watch?v=HlpYNYRBLw4,"Coach rather than clinician, which is worth knowing when weighing the advice. Not a knock, there's plenty of useful lived-experience knowledge in this space, just a different thing from clinical training and worth being clear which you're getting.",
94,How to CURE a porn addiction? - Doctor Explains,Clinical / Therapy,https://www.youtube.com/watch?v=RgKhA2qDdBg,"""Cure"" is the wrong word for most behavioural stuff and it sets a strange bar. Management that holds for years is the realistic and genuinely good outcome. Framing it as cure-or-failure is how people talk themselves out of counting real progress.",
95,Porn Addiction Therapy Treatment And Recovery,Clinical / Therapy,https://www.youtube.com/watch?v=nkRNxS0dr9g,"Useful if you're deciding whether to seek treatment at all. One thing worth knowing: you don't need to meet some threshold of severity to justify seeing someone. ""This bothers me and I'd like it to stop"" is a sufficient reason.",
96,Pornography Addiction Recovery: The Basics,Clinical / Therapy,https://www.youtube.com/watch?v=TR6b8t5veo4,Aimed at clinicians but genuinely useful for anyone who wants to know what treatment actually involves rather than what it's imagined to involve. Demystifying it makes people more likely to go.,
97,TREATING PORNOGRAPHY ADDICTION,Clinical / Therapy,https://www.youtube.com/watch?v=avrC8mifXug,"Worth knowing the clinical picture is contested. Some practitioners treat this as an addiction, some as a compulsivity issue, some as primarily a shame-and-values conflict. Those lead to different treatments, which is a good thing to ask about before committing to one.",
98,Pornography Addiction EXPERT Shares Top Relapse Prevention Strategies,Clinical / Therapy,https://www.youtube.com/watch?v=HZOcI8zxVKs,"Relapse prevention is the part people skip because it's less exciting than quitting, and it's the part that determines whether any of it lasts. Making a plan for the bad night while you're having a good day is the whole trick.",
99,Break the Cycle of Pornography Addiction | Ryan Soave & Dr. Andrew Huberman,Clinical / Therapy,https://www.youtube.com/watch?v=wvCTiY4clyM,"Soave's background is in treatment programmes and it shows in how practical this is. The shame section in particular is worth the time, because shame is the mechanism that converts one slip into a week.",
100,What Porn Addiction Recovery Actually Looks Like,Clinical / Therapy,https://www.youtube.com/watch?v=Uv_0ntbirEw,"Good honest title. The gap between what people imagine recovery looks like and what it actually looks like causes a lot of unnecessary quitting. It's mostly unremarkable and occasionally hard, not a dramatic arc.",
101,Therapist Reveals the Relationship Between Adult Entertainment and Addiction,Clinical / Therapy,https://www.youtube.com/shorts/IAJa22JFeWM,"Short but the point stands. Therapists who work in this generally see far more shame-related distress than clinical compulsion, which is a genuinely important distinction for how you approach your own situation.",
102,Porn Addiction: Treatment Without Shame (Clip),Clinical / Therapy,https://www.youtube.com/watch?v=RKNXejsZmtM,"The without-shame framing matters more than it sounds. Shame reliably predicts worse outcomes, not better ones, which is counterintuitive if you grew up believing that feeling bad enough is what makes you stop.",
103,Compulsive Sexual Behavior Disorder ICD-11,Clinical / Therapy,https://www.youtube.com/watch?v=4mvK8dXpW24,"Useful for anyone who wants the actual diagnostic language rather than internet terminology. CSBD is in ICD-11, it is not the same as ""porn addiction,"" and the criteria centre on failure to control impulses over time plus real-world harm. Handy to know if you're talking to a clinician.",
104,Dr. Stephanie Carnes discusses Compulsive Sexual Behavior Disorder,Clinical / Therapy,https://www.youtube.com/watch?v=UvdUaIC8NH0,"Stephanie Carnes works in this clinically and the precision is the value here. If you've only encountered this topic through recovery creators, hearing how it's actually defined and assessed in practice is a useful recalibration.",
105,Sex and Pornography Addiction - Cognitive Behavioral Therapy for Recovery,Clinical / Therapy,https://www.youtube.com/watch?v=r46H-PU5nUs,"CBT is the approach with the most evidence behind it for compulsive sexual behaviour, so it's good to see it explained properly rather than repackaged as a mindset hack. The homework is the active ingredient, not the insight.",
106,How CBT Can Help You Overcome Porn Addiction?,Clinical / Therapy,https://www.youtube.com/watch?v=v5kSxRM4Qrk,"Good plain explanation. The part worth internalising is that CBT isn't about arguing yourself out of urges, it's about changing what you do in the gap between trigger and action. That gap is trainable even when the urge isn't.",
107,From Dependence to Freedom - A Clinical Perspective on Pornography Addiction Recovery,Clinical / Therapy,https://www.youtube.com/watch?v=wKC1WP9LxoY,"Clinical framing rather than motivational, which suits some people much better. If every video you've watched has felt either preachy or hyped, something written for practitioners can be a relief.",
108,Overcoming Porn Addiction (playlist),Clinical / Therapy,https://www.youtube.com/playlist?list=PLcB3trehXswgb5606nBxNYdItUT1xVHAT,"Playlist rather than a single video. If you're working through a structured set like this, one suggestion: keep a note of the specific techniques you actually attempted, because otherwise a month later it feels like you've tried everything when you've mostly just listened.",
109,"Integrating CBT, ACT & Mindfulness Based Therapy for Substance Use Disorders",Clinical / Therapy,https://www.youtube.com/watch?v=vgHgErJRric,"Broader than porn specifically, which is the point. Compulsive behaviours share a lot of machinery, and treatments developed for substance use often transfer. Useful if your situation involves more than one thing, which is common.",
110,Escape the Grip of Porn Addiction - 10 Powerful Recovery Tips,Clinical / Therapy,https://www.youtube.com/watch?v=2i9SOiBdpWY,"Lists of ten tips are only useful if you pick one. Genuinely, pick one, do it for two weeks, then come back for the next. The reason these lists don't work isn't that the tips are bad, it's that nobody implements ten things at once.",
111,The 3 Stages of Porn Addiction Recovery,Clinical / Therapy,https://www.youtube.com/watch?v=dXfLDUFt7jg,"Stage models for recovery are more forgiving than stage models for addiction, but the same caveat applies: expect to move back and forth rather than forward. Regression between stages is standard and isn't a sign the process failed.",
112,How To Stop Relapse In Porn Addiction Recovery,Clinical / Therapy,https://www.youtube.com/watch?v=nM4eaaHW_HQ,"Worth pairing with something on what to do after, not just before. Most practical relapse-prevention work is really two plans: one for reducing the odds, one for keeping a slip from becoming a fortnight. The second is the one people never write down.",
113,Inpatient Sex Addiction Treatment Centers - Dr. Doug Weiss,Clinical / Therapy,https://www.youtube.com/watch?v=8wn4MdfWY_E,"Inpatient is a big step and worth knowing it exists, though it's aimed at a narrow slice of severity. For most people reading this, outpatient therapy or a group is the proportionate option. Knowing the full range makes it easier to pick honestly.",
114,Paradise Creek Recovery Center (channel),Clinical / Therapy,https://www.youtube.com/channel/UCXV0mgAd-nHjPk8wktY21fQ,"Treatment-centre channels are worth watching with the obvious caveat that they're also marketing. That doesn't make the clinical content wrong, plenty of it is solid, just read it knowing there's a service at the end of the funnel.",
